age,sex,province,education,n
73,Male,Saskatchewan,No high school diploma,3
74,Female,Alberta,Associate degree,5
74,Female,Alberta,Bachelor's degree,1
74,Female,Alberta,No high school diploma,4
74,Female,British Columbia,Associate degree,5
74,Female,British Columbia,Bachelor's degree,1
74,Female,British Columbia,High school diploma,3
74,Female,British Columbia,Master's degree,2
74,Female,British Columbia,No high school diploma,3
74,Female,Manitoba,Associate degree,2
74,Female,Manitoba,High school diploma,3
74,Female,Manitoba,No high school diploma,2
74,Female,New Brunswick,Associate degree,7
74,Female,New Brunswick,Bachelor's degree,1
74,Female,New Brunswick,High school diploma,3
74,Female,New Brunswick,Master's degree,1
74,Female,New Brunswick,No high school diploma,4
74,Female,Newfoundland and Labrador,Associate degree,2
74,Female,Newfoundland and Labrador,High school diploma,3
74,Female,Newfoundland and Labrador,No high school diploma,5
74,Female,Nova Scotia,Associate degree,8
74,Female,Nova Scotia,High school diploma,2
74,Female,Nova Scotia,Master's degree,1
74,Female,Nova Scotia,No high school diploma,4
74,Female,Ontario,Associate degree,12
74,Female,Ontario,Bachelor's degree,5
74,Female,Ontario,High school diploma,9
74,Female,Ontario,Master's degree,3
74,Female,Ontario,No high school diploma,8
74,Female,Prince Edward Island,Associate degree,2
74,Female,Prince Edward Island,Bachelor's degree,1
74,Female,Prince Edward Island,High school diploma,2
74,Female,Prince Edward Island,No high school diploma,3
74,Female,Quebec,Associate degree,11
74,Female,Quebec,Bachelor's degree,4
74,Female,Quebec,High school diploma,3
74,Female,Quebec,No high school diploma,11
74,Female,Saskatchewan,Associate degree,3
74,Female,Saskatchewan,Bachelor's degree,2
74,Female,Saskatchewan,High school diploma,2
74,Female,Saskatchewan,No high school diploma,1
74,Male,Alberta,Associate degree,3
74,Male,Alberta,Bachelor's degree,2
74,Male,Alberta,High school diploma,1
74,Male,Alberta,Master's degree,2
74,Male,Alberta,No high school diploma,3
74,Male,British Columbia,Associate degree,3
74,Male,British Columbia,Bachelor's degree,3
74,Male,British Columbia,High school diploma,7
74,Male,British Columbia,Master's degree,3
74,Male,British Columbia,No high school diploma,5
74,Male,Manitoba,Associate degree,1
74,Male,Manitoba,Bachelor's degree,2
74,Male,Manitoba,High school diploma,4
74,Male,Manitoba,No high school diploma,1
74,Male,New Brunswick,Associate degree,3
74,Male,New Brunswick,High school diploma,2
74,Male,New Brunswick,No high school diploma,3
74,Male,Newfoundland and Labrador,Associate degree,1
74,Male,Newfoundland and Labrador,High school diploma,1
74,Male,Newfoundland and Labrador,Master's degree,1
74,Male,Newfoundland and Labrador,No high school diploma,1
74,Male,Nova Scotia,Bachelor's degree,1
74,Male,Nova Scotia,Master's degree,1
74,Male,Nova Scotia,No high school diploma,1
74,Male,Ontario,Associate degree,5
74,Male,Ontario,Bachelor's degree,3
74,Male,Ontario,High school diploma,8
74,Male,Ontario,Master's degree,6
74,Male,Ontario,No high school diploma,9
74,Male,Quebec,Associate degree,6
74,Male,Quebec,Bachelor's degree,5
74,Male,Quebec,High school diploma,4
74,Male,Quebec,Master's degree,2
74,Male,Quebec,No high school diploma,9
74,Male,Saskatchewan,High school diploma,1
74,Male,Saskatchewan,No high school diploma,1
75,Female,Alberta,Associate degree,3
75,Female,Alberta,Bachelor's degree,2
75,Female,Alberta,High school diploma,2
75,Female,British Columbia,Associate degree,5
75,Female,British Columbia,Bachelor's degree,1
75,Female,British Columbia,High school diploma,6
75,Female,British Columbia,Master's degree,2
75,Female,British Columbia,No high school diploma,5
75,Female,Manitoba,Associate degree,2
75,Female,Manitoba,Bachelor's degree,1
75,Female,Manitoba,High school diploma,1
75,Female,Manitoba,No high school diploma,3
75,Female,New Brunswick,Associate degree,1
75,Female,New Brunswick,Bachelor's degree,1
75,Female,New Brunswick,No high school diploma,2
75,Female,Newfoundland and Labrador,Associate degree,4
75,Female,Newfoundland and Labrador,High school diploma,3
75,Female,Newfoundland and Labrador,Master's degree,1
75,Female,Newfoundland and Labrador,No high school diploma,2
75,Female,Nova Scotia,Associate degree,1
75,Female,Nova Scotia,Bachelor's degree,1
75,Female,Nova Scotia,High school diploma,1
75,Female,Nova Scotia,No high school diploma,1
75,Female,Ontario,Associate degree,10
75,Female,Ontario,Bachelor's degree,4
75,Female,Ontario,High school diploma,6
75,Female,Ontario,No high school diploma,12
75,Female,Prince Edward Island,Associate degree,3
75,Female,Prince Edward Island,High school diploma,2
75,Female,Quebec,Associate degree,7
75,Female,Quebec,Bachelor's degree,4
75,Female,Quebec,High school diploma,7
75,Female,Quebec,No high school diploma,9
75,Female,Saskatchewan,Associate degree,3
75,Female,Saskatchewan,High school diploma,3
75,Female,Saskatchewan,Master's degree,1
75,Female,Saskatchewan,No high school diploma,1
75,Male,Alberta,Associate degree,5
75,Male,Alberta,Bachelor's degree,1
75,Male,Alberta,High school diploma,1
75,Male,Alberta,Master's degree,2
75,Male,British Columbia,Associate degree,9
75,Male,British Columbia,Bachelor's degree,5
75,Male,British Columbia,High school diploma,3
75,Male,British Columbia,Master's degree,1
75,Male,British Columbia,No high school diploma,1
75,Male,Manitoba,Associate degree,2
75,Male,Manitoba,Bachelor's degree,1
75,Male,Manitoba,High school diploma,1
75,Male,Manitoba,Master's degree,1
75,Male,Manitoba,No high school diploma,3
75,Male,New Brunswick,Associate degree,3
75,Male,New Brunswick,Bachelor's degree,1
75,Male,New Brunswick,High school diploma,1
75,Male,New Brunswick,Master's degree,1
75,Male,New Brunswick,No high school diploma,1
75,Male,Newfoundland and Labrador,Associate degree,2
75,Male,Newfoundland and Labrador,High school diploma,2
75,Male,Newfoundland and Labrador,Master's degree,2
75,Male,Newfoundland and Labrador,No high school diploma,1
75,Male,Nova Scotia,Associate degree,4
75,Male,Nova Scotia,Bachelor's degree,2
75,Male,Nova Scotia,High school diploma,1
75,Male,Nova Scotia,Master's degree,4
75,Male,Nova Scotia,No high school diploma,2
75,Male,Ontario,Associate degree,9
75,Male,Ontario,Bachelor's degree,3
75,Male,Ontario,High school diploma,9
75,Male,Ontario,Master's degree,2
75,Male,Ontario,No high school diploma,7
75,Male,Prince Edward Island,Bachelor's degree,1
75,Male,Prince Edward Island,High school diploma,1
75,Male,Prince Edward Island,No high school diploma,1
75,Male,Quebec,Associate degree,3
75,Male,Quebec,Bachelor's degree,3
75,Male,Quebec,High school diploma,3
75,Male,Quebec,Master's degree,4
75,Male,Quebec,No high school diploma,10
75,Male,Saskatchewan,Associate degree,3
75,Male,Saskatchewan,Bachelor's degree,2
75,Male,Saskatchewan,Master's degree,1
75,Male,Saskatchewan,No high school diploma,1
76,Female,Alberta,Associate degree,3
76,Female,Alberta,High school diploma,2
76,Female,Alberta,No high school diploma,2
76,Female,British Columbia,Associate degree,5
76,Female,British Columbia,Bachelor's degree,2
76,Female,British Columbia,High school diploma,5
76,Female,British Columbia,No high school diploma,2
76,Female,Manitoba,Associate degree,2
76,Female,Manitoba,Master's degree,1
76,Female,Manitoba,No high school diploma,2
76,Female,New Brunswick,Associate degree,3
76,Female,New Brunswick,High school diploma,4
76,Female,New Brunswick,Master's degree,1
76,Female,New Brunswick,No high school diploma,7
76,Female,Newfoundland and Labrador,Associate degree,1
76,Female,Newfoundland and Labrador,Bachelor's degree,1
76,Female,Newfoundland and Labrador,No high school diploma,6
76,Female,Nova Scotia,Associate degree,3
76,Female,Nova Scotia,High school diploma,2
76,Female,Nova Scotia,No high school diploma,4
76,Female,Ontario,Associate degree,16
76,Female,Ontario,Bachelor's degree,7
76,Female,Ontario,High school diploma,8
76,Female,Ontario,No high school diploma,8
76,Female,Prince Edward Island,High school diploma,1
76,Female,Prince Edward Island,Master's degree,1
76,Female,Prince Edward Island,No high school diploma,2
76,Female,Quebec,Associate degree,4
76,Female,Quebec,Bachelor's degree,2
76,Female,Quebec,High school diploma,6
76,Female,Quebec,No high school diploma,19
76,Female,Saskatchewan,Associate degree,3
76,Female,Saskatchewan,High school diploma,2
76,Female,Saskatchewan,No high school diploma,1
76,Male,Alberta,Associate degree,1
76,Male,Alberta,Bachelor's degree,1
76,Male,Alberta,No high school diploma,1
76,Male,British Columbia,Associate degree,6
76,Male,British Columbia,Bachelor's degree,2
76,Male,British Columbia,High school diploma,4
76,Male,British Columbia,Master's degree,2
76,Male,Manitoba,Associate degree,2
76,Male,Manitoba,Bachelor's degree,3
76,Male,Manitoba,High school diploma,1
76,Male,Manitoba,Master's degree,1
76,Male,Manitoba,No high school diploma,2
76,Male,New Brunswick,Bachelor's degree,2
76,Male,New Brunswick,No high school diploma,2
76,Male,Newfoundland and Labrador,Associate degree,2
76,Male,Newfoundland and Labrador,High school diploma,2
76,Male,Newfoundland and Labrador,Master's degree,1
76,Male,Newfoundland and Labrador,No high school diploma,1
76,Male,Nova Scotia,Bachelor's degree,1
76,Male,Nova Scotia,High school diploma,1
76,Male,Nova Scotia,Master's degree,1
76,Male,Nova Scotia,No high school diploma,5
76,Male,Ontario,Associate degree,7
76,Male,Ontario,Bachelor's degree,4
76,Male,Ontario,High school diploma,6
76,Male,Ontario,Master's degree,5
76,Male,Ontario,No high school diploma,1
76,Male,Prince Edward Island,Bachelor's degree,1
76,Male,Prince Edward Island,High school diploma,2
76,Male,Prince Edward Island,No high school diploma,2
76,Male,Quebec,Associate degree,4
76,Male,Quebec,Bachelor's degree,2
76,Male,Quebec,High school diploma,2
76,Male,Quebec,Master's degree,3
76,Male,Quebec,No high school diploma,11
76,Male,Saskatchewan,Associate degree,3
76,Male,Saskatchewan,High school diploma,1
77,Female,Alberta,Associate degree,2
77,Female,Alberta,Bachelor's degree,2
77,Female,Alberta,High school diploma,1
77,Female,Alberta,Master's degree,2
77,Female,Alberta,No high school diploma,5
77,Female,British Columbia,Associate degree,2
77,Female,British Columbia,Bachelor's degree,2
77,Female,British Columbia,High school diploma,3
77,Female,British Columbia,Master's degree,1
77,Female,British Columbia,No high school diploma,3
77,Female,Manitoba,Associate degree,4
77,Female,Manitoba,Bachelor's degree,1
77,Female,Manitoba,No high school diploma,4
77,Female,New Brunswick,High school diploma,5
77,Female,Newfoundland and Labrador,Associate degree,1
77,Female,Newfoundland and Labrador,Bachelor's degree,1
77,Female,Nova Scotia,Associate degree,5
77,Female,Nova Scotia,High school diploma,2
77,Female,Nova Scotia,No high school diploma,3
77,Female,Ontario,Associate degree,11
77,Female,Ontario,Bachelor's degree,4
77,Female,Ontario,High school diploma,11
77,Female,Ontario,Master's degree,1
77,Female,Ontario,No high school diploma,8
77,Female,Prince Edward Island,Associate degree,1
77,Female,Prince Edward Island,High school diploma,2
77,Female,Quebec,Associate degree,5
77,Female,Quebec,Bachelor's degree,3
77,Female,Quebec,High school diploma,6
77,Female,Quebec,No high school diploma,6
77,Female,Saskatchewan,Associate degree,2
77,Female,Saskatchewan,Bachelor's degree,1
77,Female,Saskatchewan,No high school diploma,3
77,Male,Alberta,Associate degree,1
77,Male,Alberta,Bachelor's degree,1
77,Male,Alberta,High school diploma,3
77,Male,Alberta,Master's degree,1
77,Male,Alberta,No high school diploma,3
77,Male,British Columbia,Associate degree,5
77,Male,British Columbia,Bachelor's degree,5
77,Male,British Columbia,High school diploma,4
77,Male,British Columbia,Master's degree,1
77,Male,British Columbia,No high school diploma,2
77,Male,Manitoba,Associate degree,3
77,Male,Manitoba,Bachelor's degree,1
77,Male,Manitoba,High school diploma,1
77,Male,Manitoba,Master's degree,1
77,Male,Manitoba,No high school diploma,4
77,Male,New Brunswick,Associate degree,1
77,Male,New Brunswick,High school diploma,2
77,Male,New Brunswick,Master's degree,1
77,Male,New Brunswick,No high school diploma,2
77,Male,Newfoundland and Labrador,Associate degree,2
77,Male,Newfoundland and Labrador,Bachelor's degree,1
77,Male,Newfoundland and Labrador,High school diploma,1
77,Male,Newfoundland and Labrador,No high school diploma,1
77,Male,Nova Scotia,Associate degree,2
77,Male,Nova Scotia,Bachelor's degree,2
77,Male,Nova Scotia,No high school diploma,1
77,Male,Ontario,Associate degree,4
77,Male,Ontario,Bachelor's degree,4
77,Male,Ontario,High school diploma,4
77,Male,Ontario,No high school diploma,6
77,Male,Prince Edward Island,Bachelor's degree,1
77,Male,Prince Edward Island,High school diploma,1
77,Male,Prince Edward Island,No high school diploma,1
77,Male,Quebec,Bachelor's degree,1
77,Male,Quebec,High school diploma,1
77,Male,Quebec,Master's degree,1
77,Male,Quebec,No high school diploma,6
77,Male,Saskatchewan,Associate degree,3
77,Male,Saskatchewan,High school diploma,2
77,Male,Saskatchewan,No high school diploma,3
78,Female,Alberta,High school diploma,2
78,Female,Alberta,No high school diploma,3
78,Female,British Columbia,Associate degree,3
78,Female,British Columbia,High school diploma,6
78,Female,British Columbia,Master's degree,1
78,Female,British Columbia,No high school diploma,2
78,Female,Manitoba,Bachelor's degree,2
78,Female,Manitoba,High school diploma,4
78,Female,Manitoba,Master's degree,1
78,Female,Manitoba,No high school diploma,2
78,Female,New Brunswick,Associate degree,5
78,Female,New Brunswick,High school diploma,2
78,Female,New Brunswick,No high school diploma,4
78,Female,Newfoundland and Labrador,Associate degree,1
78,Female,Newfoundland and Labrador,No high school diploma,3
78,Female,Nova Scotia,Associate degree,4
78,Female,Nova Scotia,High school diploma,1
78,Female,Nova Scotia,No high school diploma,3
78,Female,Ontario,Associate degree,10
78,Female,Ontario,Bachelor's degree,5
78,Female,Ontario,High school diploma,11
78,Female,Ontario,Master's degree,2
78,Female,Ontario,No high school diploma,4
78,Female,Prince Edward Island,No high school diploma,2
78,Female,Quebec,Associate degree,10
78,Female,Quebec,Bachelor's degree,1
78,Female,Quebec,High school diploma,6
78,Female,Quebec,No high school diploma,4
78,Female,Saskatchewan,Associate degree,1
78,Female,Saskatchewan,High school diploma,1
78,Female,Saskatchewan,No high school diploma,3
78,Male,Alberta,Associate degree,2
78,Male,Alberta,High school diploma,1
78,Male,Alberta,No high school diploma,4
78,Male,British Columbia,Associate degree,1
78,Male,British Columbia,High school diploma,2
78,Male,British Columbia,Master's degree,2
78,Male,British Columbia,No high school diploma,2
78,Male,Manitoba,Associate degree,1
78,Male,Manitoba,No high school diploma,2
78,Male,New Brunswick,Associate degree,1
78,Male,New Brunswick,Master's degree,2
78,Male,New Brunswick,No high school diploma,1
78,Male,Newfoundland and Labrador,Associate degree,1
78,Male,Nova Scotia,Associate degree,4
78,Male,Nova Scotia,Bachelor's degree,1
78,Male,Nova Scotia,High school diploma,1
78,Male,Ontario,Associate degree,7
78,Male,Ontario,Bachelor's degree,3
78,Male,Ontario,High school diploma,3
78,Male,Ontario,Master's degree,4
78,Male,Ontario,No high school diploma,8
78,Male,Prince Edward Island,Associate degree,1
78,Male,Prince Edward Island,No high school diploma,1
78,Male,Quebec,Associate degree,5
78,Male,Quebec,Bachelor's degree,3
78,Male,Quebec,High school diploma,2
78,Male,Quebec,Master's degree,1
78,Male,Quebec,No high school diploma,6
78,Male,Saskatchewan,Bachelor's degree,1
78,Male,Saskatchewan,High school diploma,2
78,Male,Saskatchewan,No high school diploma,2
79,Female,Alberta,Bachelor's degree,2
79,Female,Alberta,High school diploma,1
79,Female,Alberta,No high school diploma,2
79,Female,British Columbia,Associate degree,7
