age,sex,province,education
30,Female,Quebec,Master's degree
80,Female,Ontario,High school diploma
38,Male,Quebec,Associate degree
80,Male,Manitoba,Associate degree
62,Female,Alberta,Associate degree
58,Female,Ontario,Associate degree
28,Male,Quebec,Associate degree
30,Male,Prince Edward Island,High school diploma
34,Male,Prince Edward Island,Associate degree
38,Female,Nova Scotia,Bachelor's degree
61,Male,Ontario,Associate degree
70,Female,Nova Scotia,Bachelor's degree
60,Male,Ontario,Bachelor's degree
57,Female,New Brunswick,No high school diploma
27,Female,Manitoba,Bachelor's degree
73,Male,Saskatchewan,Master's degree
15,Male,Saskatchewan,No high school diploma
73,Female,Ontario,High school diploma
40,Female,Prince Edward Island,Master's degree
60,Female,Ontario,High school diploma
74,Male,Ontario,Master's degree
79,Male,Prince Edward Island,No high school diploma
31,Male,Quebec,No high school diploma
29,Male,Newfoundland and Labrador,Associate degree
46,Female,Newfoundland and Labrador,Master's degree
73,Male,Ontario,Master's degree
35,Female,Quebec,Master's degree
61,Female,British Columbia,Master's degree
26,Female,Manitoba,Associate degree
64,Male,British Columbia,No high school diploma
22,Female,Prince Edward Island,Bachelor's degree
44,Male,Ontario,Master's degree
34,Female,British Columbia,Associate degree
54,Female,Prince Edward Island,No high school diploma
35,Male,British Columbia,Bachelor's degree
40,Male,Quebec,Associate degree
73,Male,Saskatchewan,High school diploma
66,Female,Newfoundland and Labrador,No high school diploma
57,Female,New Brunswick,High school diploma
54,Female,Ontario,Master's degree
50,Male,Alberta,High school diploma
63,Male,Quebec,Associate degree
63,Male,Manitoba,No high school diploma
26,Female,Ontario,High school diploma
51,Male,Alberta,Bachelor's degree
47,Female,Alberta,No high school diploma
70,Female,Alberta,Associate degree
42,Male,Nova Scotia,High school diploma
62,Male,Quebec,High school diploma
30,Male,Quebec,Master's degree
18,Male,Alberta,No high school diploma
61,Male,New Brunswick,Associate degree
58,Female,New Brunswick,Associate degree
70,Male,Saskatchewan,Associate degree
64,Male,Ontario,Associate degree
52,Male,Alberta,Bachelor's degree
52,Male,Alberta,Bachelor's degree
41,Male,British Columbia,Bachelor's degree
43,Male,Saskatchewan,Associate degree
45,Female,Alberta,Master's degree
80,Male,Nova Scotia,Associate degree
41,Female,Ontario,Bachelor's degree
29,Male,Saskatchewan,High school diploma
55,Female,Newfoundland and Labrador,High school diploma
56,Male,Quebec,High school diploma
18,Female,Quebec,Associate degree
56,Female,British Columbia,Associate degree
59,Male,British Columbia,Bachelor's degree
20,Female,Saskatchewan,No high school diploma
37,Female,Alberta,No high school diploma
61,Female,Nova Scotia,Associate degree
69,Male,British Columbia,Bachelor's degree
56,Female,British Columbia,Associate degree
52,Male,Manitoba,High school diploma
29,Male,Ontario,Bachelor's degree
57,Male,Quebec,Associate degree
69,Female,Prince Edward Island,High school diploma
62,Female,Saskatchewan,Bachelor's degree
55,Female,New Brunswick,No high school diploma
79,Male,Ontario,Associate degree
55,Female,Ontario,High school diploma
80,Male,Nova Scotia,High school diploma
71,Male,Quebec,No high school diploma
65,Male,Nova Scotia,Associate degree
42,Male,Manitoba,Bachelor's degree
75,Female,Ontario,No high school diploma
67,Female,Ontario,Associate degree
38,Male,Quebec,Associate degree
57,Female,Ontario,Associate degree
55,Male,Quebec,Associate degree
47,Female,Ontario,Bachelor's degree
68,Female,Ontario,No high school diploma
41,Male,Ontario,Associate degree
48,Male,Ontario,Associate degree
57,Male,British Columbia,No high school diploma
77,Female,Newfoundland and Labrador,Associate degree
54,Male,Ontario,Bachelor's degree
80,Female,Nova Scotia,High school diploma
27,Female,Ontario,Associate degree
37,Male,Quebec,Associate degree
50,Male,Quebec,High school diploma
55,Female,Ontario,High school diploma
32,Female,Ontario,Bachelor's degree
25,Male,Saskatchewan,Associate degree
45,Female,Quebec,Associate degree
66,Male,Ontario,Bachelor's degree
43,Male,Ontario,Bachelor's degree
54,Female,Newfoundland and Labrador,Bachelor's degree
37,Female,Ontario,Bachelor's degree
52,Female,Ontario,High school diploma
37,Female,Saskatchewan,Bachelor's degree
62,Female,Ontario,High school diploma
80,Female,Quebec,No high school diploma
48,Male,New Brunswick,Bachelor's degree
66,Female,British Columbia,High school diploma
38,Male,Quebec,No high school diploma
78,Male,Ontario,No high school diploma
66,Female,British Columbia,Associate degree
44,Female,Ontario,Associate degree
28,Male,Newfoundland and Labrador,High school diploma
52,Female,Quebec,Bachelor's degree
80,Female,Quebec,Associate degree
80,Female,New Brunswick,No high school diploma
65,Male,Ontario,No high school diploma
80,Female,Prince Edward Island,No high school diploma
31,Female,Ontario,Master's degree
46,Male,Nova Scotia,High school diploma
80,Male,Ontario,High school diploma
75,Male,Ontario,Associate degree
80,Female,Nova Scotia,Associate degree
51,Male,Quebec,High school diploma
37,Male,Ontario,Master's degree
41,Female,Ontario,High school diploma
25,Male,Quebec,Associate degree
68,Female,Quebec,High school diploma
42,Male,British Columbia,High school diploma
63,Female,New Brunswick,High school diploma
37,Female,Newfoundland and Labrador,Associate degree
38,Male,Newfoundland and Labrador,Associate degree
50,Male,Ontario,Associate degree
37,Male,Ontario,Associate degree
62,Female,Nova Scotia,Bachelor's degree
28,Male,British Columbia,Associate degree
52,Female,Nova Scotia,Master's degree
36,Male,Nova Scotia,Bachelor's degree
55,Male,Alberta,High school diploma
80,Female,British Columbia,No high school diploma
36,Male,Alberta,Associate degree
68,Female,Alberta,Bachelor's degree
45,Male,Alberta,No high school diploma
31,Female,Ontario,Associate degree
70,Female,Quebec,Master's degree
79,Male,Ontario,No high school diploma
20,Male,Ontario,High school diploma
80,Male,Nova Scotia,Associate degree
77,Female,Ontario,No high school diploma
49,Female,Quebec,Bachelor's degree
24,Female,Newfoundland and Labrador,Associate degree
60,Female,Ontario,Master's degree
28,Female,Ontario,Bachelor's degree
30,Female,Saskatchewan,Bachelor's degree
65,Male,New Brunswick,No high school diploma
31,Female,Quebec,High school diploma
25,Male,Quebec,No high school diploma
30,Female,Ontario,Bachelor's degree
36,Male,Nova Scotia,Bachelor's degree
72,Female,Ontario,High school diploma
49,Female,Quebec,High school diploma
26,Female,Manitoba,Bachelor's degree
59,Male,Ontario,Master's degree
80,Male,Ontario,High school diploma
40,Male,British Columbia,Master's degree
70,Male,Ontario,Associate degree
78,Female,Quebec,Associate degree
59,Female,Quebec,Master's degree
33,Male,Alberta,No high school diploma
30,Male,Saskatchewan,High school diploma
67,Male,British Columbia,High school diploma
72,Female,Nova Scotia,No high school diploma
75,Male,Ontario,Associate degree
80,Male,Saskatchewan,No high school diploma
53,Female,Ontario,No high school diploma
22,Female,Alberta,Bachelor's degree
65,Male,Quebec,Associate degree
61,Female,Ontario,Associate degree
74,Male,Nova Scotia,Bachelor's degree
63,Female,Ontario,Master's degree
64,Male,Prince Edward Island,Master's degree
73,Female,British Columbia,Associate degree
42,Female,British Columbia,Bachelor's degree
38,Male,Saskatchewan,Associate degree
58,Male,Alberta,Associate degree
60,Male,Ontario,Associate degree
78,Female,New Brunswick,No high school diploma
78,Female,New Brunswick,No high school diploma
21,Female,Quebec,High school diploma
80,Female,Ontario,Master's degree
28,Female,Prince Edward Island,Associate degree
67,Female,Quebec,High school diploma
36,Female,Saskatchewan,Associate degree
44,Female,Ontario,Associate degree
70,Male,Alberta,Associate degree
80,Female,Quebec,No high school diploma
80,Male,British Columbia,Associate degree
76,Female,Manitoba,Master's degree
77,Female,Alberta,No high school diploma
65,Female,Nova Scotia,Bachelor's degree
65,Female,Quebec,Bachelor's degree
53,Male,Ontario,Associate degree
47,Female,Saskatchewan,Associate degree
16,Female,Ontario,No high school diploma
19,Female,Ontario,Associate degree
54,Female,Prince Edward Island,Bachelor's degree
62,Female,Quebec,Associate degree
52,Male,Ontario,No high school diploma
68,Female,Ontario,No high school diploma
28,Male,British Columbia,Bachelor's degree
72,Male,Manitoba,High school diploma
39,Female,Quebec,Associate degree
64,Female,Quebec,Associate degree
26,Male,Quebec,Associate degree
75,Male,Quebec,Associate degree
75,Male,Nova Scotia,Associate degree
42,Male,New Brunswick,Associate degree
24,Female,Alberta,High school diploma
40,Female,Quebec,Master's degree
36,Female,British Columbia,No high school diploma
56,Female,Newfoundland and Labrador,Associate degree
21,Female,Ontario,No high school diploma
33,Female,Manitoba,Associate degree
67,Male,British Columbia,Bachelor's degree
36,Female,British Columbia,Master's degree
19,Male,Ontario,High school diploma
51,Female,Alberta,Associate degree
70,Female,Ontario,Associate degree
61,Female,Nova Scotia,Associate degree
54,Male,Ontario,Bachelor's degree
57,Female,Ontario,Bachelor's degree
60,Male,Ontario,Associate degree
70,Male,Saskatchewan,High school diploma
23,Male,Ontario,High school diploma
70,Male,Quebec,No high school diploma
35,Male,Ontario,Associate degree
74,Female,Ontario,No high school diploma
52,Female,Saskatchewan,Bachelor's degree
52,Female,Ontario,Associate degree
59,Male,Saskatchewan,High school diploma
80,Female,Ontario,High school diploma
63,Female,New Brunswick,Bachelor's degree
52,Male,Quebec,Bachelor's degree
32,Male,Manitoba,Associate degree
45,Female,Quebec,No high school diploma
52,Female,Saskatchewan,Associate degree
20,Male,Nova Scotia,High school diploma
72,Female,Ontario,Associate degree
61,Female,Newfoundland and Labrador,High school diploma
35,Male,Saskatchewan,Bachelor's degree
65,Female,Quebec,No high school diploma
49,Female,Saskatchewan,Associate degree
29,Male,British Columbia,Bachelor's degree
80,Female,Saskatchewan,No high school diploma
59,Male,British Columbia,Master's degree
58,Male,Ontario,High school diploma
64,Female,Ontario,Master's degree
75,Male,Saskatchewan,Associate degree
59,Female,Newfoundland and Labrador,Bachelor's degree
80,Male,Ontario,Associate degree
37,Female,Ontario,Bachelor's degree
77,Female,Ontario,High school diploma
33,Female,Saskatchewan,Bachelor's degree
65,Male,British Columbia,Associate degree
66,Female,Ontario,Associate degree
56,Female,Quebec,Associate degree
63,Female,New Brunswick,Associate degree
80,Female,Nova Scotia,Master's degree
58,Male,Ontario,High school diploma
41,Female,Quebec,Associate degree
34,Female,Alberta,Master's degree
53,Female,Ontario,High school diploma
57,Male,Ontario,No high school diploma
64,Female,Quebec,Associate degree
80,Male,British Columbia,High school diploma
63,Male,Alberta,Associate degree
32,Male,Newfoundland and Labrador,Associate degree
77,Female,Ontario,High school diploma
54,Female,Quebec,No high school diploma
34,Male,New Brunswick,Associate degree
63,Male,Quebec,High school diploma
55,Female,Ontario,Bachelor's degree
76,Male,Quebec,Bachelor's degree
54,Female,Ontario,Master's degree
41,Female,Alberta,Master's degree
60,Male,British Columbia,Bachelor's degree
79,Female,Prince Edward Island,Associate degree
58,Male,Ontario,Associate degree
60,Male,Quebec,Bachelor's degree
49,Female,Nova Scotia,Bachelor's degree
30,Female,Newfoundland and Labrador,Bachelor's degree
60,Male,Ontario,Associate degree
66,Male,Quebec,Associate degree
72,Female,Prince Edward Island,Associate degree
74,Female,British Columbia,High school diploma
30,Male,Newfoundland and Labrador,Associate degree
58,Male,Manitoba,Associate degree
35,Male,British Columbia,High school diploma
80,Male,Prince Edward Island,No high school diploma
51,Male,British Columbia,High school diploma
57,Male,British Columbia,High school diploma
36,Male,Saskatchewan,Bachelor's degree
54,Female,Ontario,Associate degree
79,Female,Nova Scotia,Associate degree
37,Male,Ontario,Master's degree
21,Male,British Columbia,High school diploma
56,Male,Newfoundland and Labrador,High school diploma
67,Female,Ontario,Bachelor's degree
25,Male,Nova Scotia,High school diploma
71,Female,Quebec,High school diploma
35,Female,Quebec,Master's degree
58,Female,Saskatchewan,Bachelor's degree
41,Female,Quebec,Associate degree
71,Female,Quebec,High school diploma
25,Female,Quebec,Bachelor's degree
65,Female,Nova Scotia,Associate degree
37,Female,British Columbia,Master's degree
62,Female,Nova Scotia,Associate degree
69,Female,Nova Scotia,Associate degree
45,Female,Alberta,Bachelor's degree
62,Female,New Brunswick,Bachelor's degree
53,Male,Ontario,Bachelor's degree
66,Female,Ontario,Bachelor's degree
75,Female,Alberta,High school diploma
69,Male,Ontario,No high school diploma
51,Female,New Brunswick,Associate degree
17,Male,Ontario,No high school diploma
38,Male,Alberta,Associate degree
80,Male,Quebec,Bachelor's degree
44,Male,Manitoba,Associate degree
72,Female,Newfoundland and Labrador,Associate degree
73,Female,Alberta,No high school diploma
22,Female,Manitoba,Associate degree
49,Male,Alberta,Associate degree
32,Male,Quebec,Bachelor's degree
24,Male,Quebec,High school diploma
29,Female,British Columbia,Associate degree
41,Female,New Brunswick,Associate degree
25,Female,Ontario,Master's degree
50,Female,Newfoundland and Labrador,Associate degree
77,Female,Ontario,Master's degree
51,Female,Alberta,Master's degree
18,Male,Alberta,High school diploma
52,Male,Alberta,High school diploma
42,Male,Newfoundland and Labrador,No high school diploma
74,Male,Ontario,Associate degree
64,Female,Nova Scotia,No high school diploma
68,Female,New Brunswick,No high school diploma
57,Female,Quebec,High school diploma
44,Female,Ontario,No high school diploma
32,Female,Ontario,Associate degree
61,Male,Quebec,High school diploma
31,Female,Ontario,Associate degree
63,Male,Newfoundland and Labrador,High school diploma
69,Female,New Brunswick,No high school diploma
64,Male,Nova Scotia,High school diploma
50,Male,Ontario,Bachelor's degree
